word,word_id,document_frequency,idf,average_tf,average_tfidf,total_occurrences
friends,2195,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
luke,2130,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
nobody,1798,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
blood,1801,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
choose,1807,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
tipp,982,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
uno,984,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
12,2495,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
months,2497,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
lower,611,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
rules,621,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
texas,622,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
success,2533,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
cute,2546,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
😭,1810,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
following,1818,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
waste,880,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
grows,1823,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
reports,1824,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
anything,1835,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
divest,1838,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
nougat,106,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
works,1849,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
saw,953,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
concern,959,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
sir,964,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
sounding,1859,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
wonder,1860,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
requires,1861,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
pressure,1868,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
2nd,1881,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
supremacist,2474,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
share,1820,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
ur,1771,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
coach,1772,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
rather,2625,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
thoughts,581,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
😂😂😂,584,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
association,4014,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
leaving,591,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
market,592,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
machines,2631,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
basket,2635,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
couples,2636,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
tl,997,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
air,999,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
massacre,1786,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
3dprinting,3585,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
shameful,1789,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
alleged,3595,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
louis,3611,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
resist,2549,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
reroute,2554,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
safe,2555,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
buy,2557,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
yo,606,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
companies,609,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
farright,2565,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
crinkle,2576,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
dress,2603,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
office,2608,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
eps,309,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
holy,316,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
racism,321,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
count,3590,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
rt,2409,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
dapl,2411,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
resources,2417,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
blind,2420,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
talking,2428,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
theme,656,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
cannot,667,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
month,334,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
nonstop,335,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
past,339,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
soon,1937,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
printed,1943,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
broke,1952,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
messi,1961,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
forces,151,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
spain,1964,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
socialism,704,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
bought,706,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
kate,2358,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
income,2363,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
police,2376,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
rain,2378,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
mom,2386,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
bucks,2400,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
venezuela,905,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
taking,912,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
guest,1975,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
issue,1976,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
laughing,1979,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
magic,1980,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
player,1962,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
mosul,153,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
feast,2484,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
st,2486,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
2008,2488,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
three,2490,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
railroad,2493,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
underground,2494,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
piss,937,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
officer,944,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
tried,1891,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
models,1895,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
gaston,1900,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
alt,1902,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
nazis,1907,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
racists,1908,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
remember,2408,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
jokes,2446,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
active,2449,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
pa,641,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
member,2452,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
open,2454,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
darkness,2457,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
light,2458,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
castros,2464,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
crack,923,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
lil,926,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
smile,928,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
sang,1931,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
youll,3513,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
john,3516,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
literally,333,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
pay,1915,2,6.671029688184393,0.0022988505747126436,0.0153357004326078,2
totally,4160,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
caveman,2,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
conversation,3,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
couldnt,4112,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
🙀,4111,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
pull,4110,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
developing,4108,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
3dprint,4107,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
3dp,4106,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
portraying,4105,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
marriage…,4104,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
males,4103,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
incest,4102,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
females,4101,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
bathrooms,4100,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
rating,4099,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
itmy,4098,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
8510,4097,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
promotes,4096,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
sitting,1310,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
quiet,1309,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
signor,1306,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
60,1305,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
utter,1304,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
swamp,1302,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
fascist,4141,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
copy,4140,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
amateurish,4139,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
magical,4138,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
first…,4137,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
cauldron,4136,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
bodega,4135,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
themeedes,4134,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
ricktatorship,4133,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
rickgrimes,4132,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
disaster,1298,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
cronies,1297,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
respected,1296,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
nonavailablity,1294,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
jamui,1293,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
hospital,1292,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
child,1291,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
bihar,1290,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
📷,1289,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
“cuba,1288,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
ussr,1287,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
physicians,1285,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
embargo”,1284,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
naked,54,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
clips,51,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
pleased,49,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
129,1276,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
s…,1275,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
shld,1274,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
likely,1273,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
dt,1270,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
budgetput,1268,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
clapping,1326,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
breasts,1325,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
background,1324,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
tj,1323,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
quirky,1321,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
coz,1316,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
biatch,1315,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
shruggers,1312,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
next…,1301,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
dwellers,1299,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
altrightistsidentitarians,1350,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
wm,1349,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
17,1346,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
panel,1344,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
literature,1341,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
calreid,1340,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
authors,1339,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
ss,1338,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
o…,1335,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
insecurity,1332,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
bounds,1330,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
1940,1329,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
singers,1328,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
adorable,1279,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
until,1278,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
release,1277,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
4th,1360,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
robinson,1263,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
manu,1262,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
johnson,1260,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
ginobili,1258,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
avery,1256,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
antonio,1255,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
study,1254,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
surely,1359,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
aspect,1358,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
appealing,1357,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
stoptpp,1355,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
notpp,1354,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
httpstcovd7t22sve7,1353,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
whites,1352,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
supremethe,1351,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
oregon,1249,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
optout,1248,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
optin,1247,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
ingredients,1242,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
condoning,1240,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
stations,1234,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
learn,1376,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
eases,1375,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
arthritis,1374,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
less,1371,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
least,1370,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
bigger,1368,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
the…,1367,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
steal,1366,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
estate,1362,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
conspired,1361,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
positions,1401,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
nikkihaley,1398,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
ju,1397,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
jitso,1396,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
stunning,1393,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
trumptransitionteamjimwebbusa,1390,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
secretary,1389,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
iraqhttpstcozy07zwx96a,1388,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
defense,1387,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
2002,1386,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
vegetarian,1385,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
treat,1384,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
referring,1383,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
lifestyle,1381,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
cheat,1378,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
suffering,1377,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
grieving,1412,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
beyond,1410,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
lbvs,1232,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
gas,1231,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
extra…,1230,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
drivers,1229,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
200,1228,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
details,1220,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
trump☺,1219,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
darlena,1214,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
4everythingthis,1408,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
😏,1407,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
match,1406,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
grind,1405,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
worthless,1404,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
rewarding,1402,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
saakashvili’s,1211,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
resignation,1210,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
parliamentary,1209,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
whitehouse,1208,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
melaniatrump,1206,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
barrontrump,1204,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
told,1203,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
rushing,1200,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
al,75,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
hospitals,1425,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
funded,1424,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
antihouthi,1423,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
allied,1422,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
videos,1420,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
specials,1415,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
messanxious,1413,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
lucifer,1446,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
flash,1445,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
arrow,1444,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
struck,1443,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
similar,1442,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
parts,1441,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
unsafe,1440,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
existing,1437,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
wikyou,1436,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
romps,1434,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
porcello,1433,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
pickup,1432,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
nips,1431,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
auto,1430,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
terrorised,1428,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
taiz,1427,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
gore,1198,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
concede,1197,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
‣,1195,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
chomsky,1193,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
angryarab,1192,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
🦃🔪,1190,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
turnt,1188,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
protoalt,1458,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
privilege,1457,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
normandy,1456,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
harping,1453,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
granddad,1452,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
clem,1451,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
😂💝,1450,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
thebigbangtheory,1449,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
missed,1447,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
cannolis,1476,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
asf,1186,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
efronception,1183,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
faith,1181,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
discussing,1180,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
throat,1179,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
mac,1178,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
gallery,1177,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
shabbat,1175,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
loreal,1473,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
jessica,1469,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
eric,1468,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
anymore,1466,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
ohio,1464,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
starring,1463,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
g…,1199,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
immune,1161,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
brutality,1160,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
💰fully,1159,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
trading,1157,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
systemsrobotssigna…,1155,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
forex,1154,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
automated,1153,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
costs,1491,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
disenfranchise,1486,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
♥️♥️happyturkeyday,1484,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
wine,1483,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
tswift,1482,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
slores,1480,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
house3,1479,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
fam,1478,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
cats,1477,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
taxes,1513,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
scholarships,1512,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
lawmakers,1511,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
file,1510,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
arkansas,1508,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
hypocrites,1505,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
gain,1504,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
finger,1503,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
sensitive,1501,1,7.0764947962925575,0.0011494252873563218,0.00813390206470409,1
